CUST_ID;PHONE;CONTACTS
C17217;+1 204-249-4289;1
C17218;+1 418-237-0132;1
C17219;+1 365-437-0082;1
C17220;+1 365-423-3098;3
C17221;+1 250-427-7177;1
C17222;+1 306-323-0852;3
C17223;+1 204-627-3239;3
C17224;+1 236-475-7372;2
C17225;+1 306-215-5021;0
C17226;+1 250-460-5533;1
C17227;+1 450-310-8496;0
C17228;+1 343-751-1607;0
C17229;+1 204-815-4029;1
C17230;+1 306-483-8272;3
C17231;+1 403-427-8820;3
C17232;+1 647-433-6175;3
C17233;+1 519-274-5306;2
C17234;+1 236-293-2696;2
C17235;+1 672-844-9598;3
C17236;+1 306-815-1086;2
C17237;+1 514-685-5300;1
C17239;+1 365-753-7765;0
C17240;+1 782-929-9556;0
C17241;+1 204-938-1027;2
C17242;+1 365-855-0953;2
C17243;+1 226-340-3417;1
C17244;+1 249-251-9860;3
C17245;+1 548-328-8220;3
C17246;+1 416-905-8650;0
C17247;+1 249-973-3197;2
C17248;+1 226-947-5870;1
C17249;+1 250-503-6270;1
C17250;+1 236-957-2331;3
C17251;+1 343-627-4155;2
C17252;+1 343-293-4375;2
C17253;+1 236-445-3869;3
C17254;+1 519-494-4568;0
C17255;+1 343-720-8368;3
C17256;+1 204-361-3202;0
C17257;+1 236-486-3520;3
C17258;+1 250-868-2670;0
C17259;+1 226-593-1163;0
C17260;+1 226-671-3294;3
C17261;+1 367-845-6566;1
C17262;+1 204-580-3868;1
C17263;+1 236-672-2528;0
C17264;+1 579-378-0764;0
C17265;+1 431-757-4241;2
C17266;+1 204-253-7015;3
C17267;+1 343-651-4817;1
C17268;+1 250-605-7044;1
C17269;+1 250-743-1246;0
C17270;+1 204-314-8434;1
C17271;+1 365-636-7687;1
C17272;+1 705-749-2719;3
C17273;+1 365-922-6446;2
C17274;+1 226-669-1806;1
C17275;+1 226-311-7027;1
C17276;+1 249-814-5021;0
C17277;+1 343-402-1404;0
C17278;+1 204-847-7285;2
C17279;+1 450-369-8374;3
C17280;+1 236-563-9112;3
C17281;+1 367-992-3804;0
C17282;+1 306-306-0108;0
C17283;+1 236-954-6989;0
C17284;+1 365-597-3571;0
C17285;+1 250-426-5868;0
C17286;+1 204-924-5917;0
C17287;+1 289-555-1507;2
C17288;+1 250-242-4868;0
C17289;+1 365-908-6594;2
C17290;+1 289-746-0716;3
C17291;+1 343-893-3532;2
C17292;+1 343-206-4018;2
C17293;+1 306-288-7658;2
C17294;+1 778-925-7992;2
C17295;+1 250-308-1496;3
C17296;+1 437-612-9181;0
C17297;+1 250-529-8596;3
C17298;+1 306-461-8781;2
C17299;+1 343-646-8866;1
C17300;+1 249-664-5007;1
C17302;+1 416-989-4589;1
C17303;+1 236-719-9605;0
C17304;+1 250-548-8221;2
C17305;+1 343-919-5128;2
C17306;+1 204-702-0670;1
C17307;+1 204-462-8140;1
C17308;+1 204-448-2707;0
C17309;+1 250-779-7863;0
C17310;+1 236-389-1269;1
C17311;+1 778-943-1616;2
C17312;+1 289-460-3106;3
C17313;+1 226-379-6312;3
C17314;+1 365-900-8598;2
C17315;+1 343-345-9541;1
C17316;+1 367-375-1400;0
C17317;+1 226-863-5473;3
C17318;+1 236-498-0625;0
C17319;+1 343-933-7962;0
C17320;+1 204-995-8763;0
C17321;+1 204-675-7661;3
C17322;+1 365-910-9650;1
C17323;+1 365-907-7178;0
C17324;+1 418-807-9868;0
C17325;+1 236-883-7931;0
C17326;+1 250-523-4170;2
C17327;+1 343-312-9131;1
C17328;+1 403-461-6822;2
C17329;+1 226-538-6673;2
C17330;+1 250-319-8587;2
C17331;+1 250-251-5752;3
C17332;+1 226-491-5672;1
C17334;+1 506-790-5887;2
C17335;+1 581-751-3448;3
C17336;+1 226-650-7481;2
C17337;+1 367-274-6134;3
C17338;+1 343-941-6920;3
C17339;+1 250-546-0419;0
C17340;+1 250-595-9666;2
C17341;+1 226-209-3240;3
C17342;+1 418-915-3165;3
C17343;+1 438-909-5464;3
C17344;+1 226-489-5891;1
C17345;+1 367-844-0274;0
C17346;+1 204-235-3895;2
C17347;+1 250-978-2850;0
C17348;+1 306-630-6732;0
C17349;+1 226-463-9854;1
C17350;+1 204-542-9320;2
C17351;+1 204-709-3471;2
C17352;+1 236-302-8274;0
C17353;+1 204-870-7500;2
C17354;+1 343-529-7148;3
C17355;+1 204-843-8287;1
C17356;+1 343-802-8749;0
C17357;+1 250-455-6310;3
C17358;+1 226-790-0100;3
C17359;+1 250-757-4912;1
C17360;+1 226-769-8522;0
C17361;+1 236-548-9389;2
C17362;+1 506-474-6973;1
C17363;+1 418-600-3289;1
C17364;+1 204-641-5321;0
C17365;+1 343-317-0087;1
C17366;+1 343-382-5758;3
C17367;+1 506-825-6664;3
C17368;+1 236-273-2674;1
C17369;+1 403-620-8227;0
C17370;+1 343-721-2103;3
C17371;+1 506-940-5993;2
C17372;+1 226-421-9466;0
C17373;+1 506-215-4140;1
C17374;+1 343-540-6240;2
C17376;+1 250-867-5532;3
C17377;+1 204-797-6650;3
C17378;+1 250-489-4553;3
C17379;+1 204-613-3456;3
C17380;+1 579-566-1663;1
C17381;+1 204-946-8351;2
C17382;+1 204-600-1001;0
C17383;+1 204-983-9336;0
C17384;+1 249-779-0446;2
C17385;+1 450-662-6106;1
C17386;+1 418-591-8609;0
C17387;+1 250-369-8204;3
C17388;+1 438-984-6253;1
C17389;+1 249-871-5221;1
C17390;+1 204-426-2901;3
C17391;+1 416-298-4163;1
C17392;+1 343-501-9023;0
C17393;+1 250-413-8263;0
C17394;+1 250-368-5533;1
C17395;+1 250-669-2754;1
C17396;+1 249-749-6162;3
C17397;+1 250-777-8023;3
C17398;+1 289-877-9677;2
C17399;+1 250-960-4610;2
C17400;+1 403-982-7093;0
C17401;+1 204-463-5712;3
C17402;+1 343-600-6170;1
C17403;+1 403-276-0845;3
C17404;+1 343-635-7629;1
C17405;+1 204-398-1808;3
C17406;+1 226-978-6313;3
C17407;+1 604-562-9044;2
C17408;+1 289-275-8070;0
C17409;+1 289-362-3493;3
C17410;+1 367-330-6041;2
C17411;+1 365-649-7315;2
C17412;+1 367-544-6784;2
C17413;+1 367-754-7019;1
C17414;+1 306-628-1634;3
C17415;+1 343-904-9267;0
C17416;+1 604-763-0576;0
C17417;+1 403-568-3795;0
C17418;+1 548-317-1223;3
C17419;+1 204-521-9558;1
C17420;+1 416-463-6832;2
C17421;+1 226-909-2418;3
C17422;+1 204-888-1127;1
C17423;+1 306-580-5866;2
C17424;+1 306-244-2887;2
C17425;+1 236-844-6911;1
C17426;+1 226-309-5065;3
C17427;+1 367-414-8723;1
C17428;+1 226-237-7378;2
C17429;+1 250-781-5380;0
C17430;+1 236-480-2722;1
C17431;+1 204-387-5732;0
C17432;+1 204-986-2078;0
C17433;+1 343-931-0380;0
C17434;+1 403-971-5923;1
C17435;+1 403-681-1948;3
C17436;+1 249-369-1053;1
C17437;+1 604-288-5034;0
C17438;+1 289-464-2672;0
C17439;+1 250-442-4432;0
C17440;+1 226-965-2081;0
C17441;+1 204-646-4916;2
C17442;+1 204-479-0045;3
C17443;+1 365-634-4390;3
C17444;+1 236-226-2257;1
C17445;+1 506-718-4283;0
C17446;+1 343-271-0276;1
C17448;+1 367-892-6324;2
C17449;+1 418-471-3834;3
C17450;+1 450-771-5625;0
C17451;+1 204-401-9680;2
C17452;+1 343-909-9131;3
C17453;+1 403-406-8948;1
C17454;+1 226-437-7276;2
C17455;+1 226-275-4506;2
C17456;+1 450-599-2220;3
C17457;+1 250-880-8423;3
C17458;+1 236-200-5432;3
C17459;+1 226-374-0576;2
C17460;+1 236-841-8868;3
C17461;+1 343-792-2342;1
C17462;+1 438-346-7544;3
C17463;+1 204-787-4755;0
C17464;+1 204-560-0177;0
C17465;+1 289-832-9568;0
C17466;+1 343-753-8569;2
C17467;+1 204-879-0550;3
C17468;+1 639-742-6779;2
C17469;+1 867-523-1545;0
C17470;+1 204-230-1014;0
C17471;+1 418-579-5034;1
C17472;+1 343-684-7110;0
C17473;+1 236-898-5053;2
C17474;+1 450-606-2627;1
C17476;+1 343-320-8694;1
C17477;+1 204-324-7595;1
C17478;+1 418-581-8357;0
C17479;+1 249-862-8729;0
C17480;+1 343-444-7193;0
C17481;+1 365-228-7480;1
C17482;+1 289-651-2940;3
C17483;+1 289-757-2032;1
C17484;+1 204-846-4456;1
C17485;+1 250-498-9754;2
C17486;+1 343-247-0331;1
C17487;+1 236-780-4181;2
C17488;+1 343-699-2499;1
C17489;+1 289-972-9976;0
C17490;+1 343-543-9906;2
C17491;+1 403-722-9883;0
C17492;+1 506-313-0515;3
C17493;+1 236-339-0187;3
C17494;+1 250-533-4246;0
C17495;+1 204-926-8012;0
C17496;+1 204-762-9071;3
C17497;+1 367-461-8567;2
C17498;+1 367-471-5532;0
C17499;+1 204-669-4314;1
C17500;+1 705-543-5937;2
C17501;+1 204-890-2504;3
C17502;+1 613-677-4142;1
C17503;+1 709-459-5041;3
C17504;+1 343-919-9095;0
C17505;+1 204-550-1423;3
C17506;+1 249-426-8796;1
C17507;+1 250-258-5169;3
C17508;+1 236-414-9122;1
C17509;+1 204-330-0631;1
C17510;+1 514-937-3335;1
C17511;+1 289-357-5029;3
C17512;+1 204-976-7088;2
C17513;+1 403-798-2435;2
C17514;+1 506-535-6179;1
C17515;+1 250-977-0172;3
C17516;+1 437-527-1991;2
C17517;+1 236-367-0099;3
C17518;+1 519-851-0185;2
C17519;+1 226-801-2037;2
C17521;+1 343-555-1360;3
C17522;+1 236-542-3156;1
C17523;+1 226-443-2852;0
C17524;+1 343-387-9222;0
C17525;+1 613-652-8096;2
C17526;+1 226-226-0278;0
C17527;+1 306-453-4734;3
C17528;+1 343-444-2955;0
C17529;+1 249-271-4660;0
C17530;+1 365-414-8351;0
C17531;+1 365-289-0806;1
C17532;+1 506-429-7469;1
C17533;+1 226-840-2961;2
C17534;+1 236-774-0763;0
C17535;+1 365-240-9968;0
C17536;+1 204-380-4085;2
C17538;+1 250-922-6829;0
C17539;+1 418-671-6387;0
C17540;+1 365-611-0159;3
C17541;+1 579-895-3498;3
C17542;+1 236-814-4269;1
C17543;+1 548-831-5883;3
C17544;+1 236-670-9626;3
C17545;+1 306-863-9444;1
C17546;+1 306-722-4707;3
C17547;+1 403-980-5689;2
C17548;+1 306-257-5819;2
C17549;+1 450-384-7603;0
C17550;+1 403-225-8950;0
C17551;+1 403-972-5073;0
C17553;+1 450-552-1444;3
C17554;+1 437-511-1278;0
C17555;+1 306-550-4097;0
C17556;+1 226-323-8217;2
C17557;+1 450-516-8354;2
C17558;+1 367-665-5639;0
C17559;+1 204-444-3762;1
C17560;+1 506-832-8503;3
C17561;+1 226-694-0968;0
C17562;+1 343-227-0739;1
C17563;+1 226-595-0136;1
C17565;+1 249-838-9642;2
C17566;+1 418-373-0367;2
C17567;+1 236-759-9548;1
C17568;+1 204-541-3289;0
C17569;+1 403-284-8062;1
C17570;+1 306-699-9951;2
C17571;+1 343-368-2584;3
C17572;+1 204-685-4711;3
C17573;+1 236-796-8307;2
C17574;+1 343-212-6918;3
C17575;+1 807-638-5397;2
C17576;+1 226-318-1004;1
C17577;+1 365-405-5420;1
C17578;+1 343-938-1690;1
C17579;+1 450-918-6790;1
C17580;+1 365-624-6794;3
C17581;+1 367-494-1347;0
C17582;+1 343-957-7567;1
C17583;+1 204-686-5438;3
C17584;+1 226-819-7782;0
C17585;+1 236-738-2977;0
C17586;+1 226-575-2796;1
C17587;+1 204-616-9718;3
C17588;+1 204-910-8603;3
C17589;+1 902-230-8904;2
C17590;+1 418-759-2743;0
C17591;+1 226-897-2292;1
C17593;+1 250-655-1726;3
C17594;+1 236-952-4738;3
C17595;+1 204-563-9812;3
C17596;+1 306-678-0361;3
C17597;+1 250-973-7932;0
C17598;+1 403-673-5206;3
C17599;+1 204-354-9951;0
C17600;+1 204-957-5903;3
C17601;+1 506-925-6244;0
C17602;+1 343-937-3871;1
C17603;+1 437-443-4730;0
C17604;+1 367-537-3362;0
C17605;+1 306-939-7087;0
C17606;+1 236-905-0777;2
C17607;+1 236-688-2166;0
C17608;+1 437-746-7902;1
C17609;+1 306-467-6877;1
C17610;+1 506-578-4389;0
C17611;+1 902-412-7070;2
C17612;+1 343-903-3919;0
C17613;+1 403-729-9497;1
C17614;+1 249-573-6718;3
C17615;+1 403-367-6021;1
C17616;+1 416-269-6952;1
C17617;+1 204-317-6575;2
C17618;+1 403-585-4041;2
C17619;+1 343-730-5679;2
C17620;+1 403-761-0727;2
C17621;+1 204-442-6388;3
C17622;+1 250-369-2218;1
C17623;+1 418-745-2215;2
C17624;+1 204-352-5884;1
C17625;+1 506-316-4177;2
C17626;+1 249-347-8332;1
C17628;+1 306-830-2827;0
C17629;+1 204-623-2824;3
C17630;+1 506-352-0869;3
C17631;+1 249-587-4654;1
C17632;+1 343-490-0478;1
C17633;+1 306-814-7859;1
C17634;+1 365-911-4979;2
C17635;+1 306-762-8793;1
C17636;+1 236-288-2712;0
C17637;+1 431-378-0158;1
C17638;+1 226-371-4639;2
C17639;+1 204-780-0641;3
C17640;+1 403-802-9826;0
C17641;+1 204-871-4222;3
C17642;+1 365-207-2488;2
C17643;+1 250-741-1527;1
C17644;+1 250-249-6487;1
C17645;+1 450-730-0452;1
C17646;+1 306-675-8412;0
C17647;+1 236-291-0317;1
C17648;+1 403-619-3473;1
C17649;+1 306-911-1089;3
C17650;+1 506-227-8750;3
C17651;+1 226-254-3330;3
C17652;+1 236-382-0867;2
C17653;+1 367-739-8696;2
C17654;+1 418-405-2933;1
C17655;+1 343-939-2782;1
C17656;+1 403-740-1545;2
C17657;+1 778-307-9567;1
C17658;+1 306-959-8450;0
C17659;+1 365-642-2438;2
C17660;+1 226-981-5674;1
C17661;+1 226-625-0626;0
C17662;+1 343-521-4031;1
C17663;+1 226-967-6190;1
C17664;+1 204-411-1974;1
C17665;+1 204-431-8716;1
C17666;+1 236-803-0959;1
C17667;+1 226-993-5403;3
C17668;+1 306-812-7959;2
C17669;+1 250-279-9642;1
C17670;+1 289-506-4857;0
C17671;+1 343-567-8354;0
C17672;+1 226-934-1546;2
C17673;+1 506-210-3404;0
C17674;+1 204-840-4783;1
C17675;+1 306-741-2393;1
C17676;+1 289-889-1623;3
C17677;+1 365-836-4423;2
C17678;+1 289-481-7903;0
C17679;+1 343-565-6812;0
C17680;+1 519-651-5351;2
C17681;+1 343-736-9875;3
C17682;+1 204-285-4068;0
C17683;+1 367-591-0221;3
C17684;+1 403-330-5184;1
C17685;+1 506-892-7352;1
C17686;+1 236-436-1309;0
C17687;+1 249-825-4385;0
C17688;+1 418-454-2302;1
C17689;+1 367-509-5433;3
C17690;+1 306-214-8928;0
C17691;+1 343-534-9726;0
C17692;+1 450-342-7670;3
C17693;+1 306-975-9137;2
C17694;+1 450-348-3340;2
C17695;+1 403-299-0987;3
C17696;+1 289-223-9730;0
C17697;+1 249-371-2047;0
C17698;+1 365-309-3036;1
C17699;+1 367-546-2784;2
C17700;+1 902-854-1356;2
C17701;+1 306-940-7818;1
C17702;+1 343-265-3465;3
C17703;+1 236-806-5318;1
C17704;+1 249-674-9485;1
C17705;+1 236-801-4477;1
C17706;+1 249-296-4019;2
C17707;+1 226-553-9664;1
C17708;+1 226-827-2496;2
C17709;+1 367-274-7832;0
C17710;+1 306-397-4485;0
C17711;+1 226-571-4359;3
C17712;+1 367-701-0510;0
C17713;+1 236-552-4224;1
C17714;+1 365-256-2012;0
C17715;+1 450-902-8280;0
C17716;+1 226-927-3983;3
C17717;+1 343-939-6244;3
C17718;+1 204-408-3817;3
C17719;+1 306-378-9037;2
C17720;+1 204-584-6061;3
C17721;+1 365-567-8356;1
C17722;+1 204-706-2748;2
C17723;+1 581-725-0487;0
C17724;+1 249-663-1507;2
C17726;+1 249-437-9084;0
C17727;+1 548-811-4214;3
C17728;+1 250-858-7023;1
C17729;+1 250-700-4237;2
C17730;+1 236-321-8744;3
C17731;+1 289-570-1477;1
C17732;+1 647-647-2862;0
C17733;+1 226-468-5239;2
C17734;+1 204-503-1441;3
C17735;+1 306-664-8701;3
C17736;+1 204-725-5604;0
C17737;+1 306-925-3859;2
C17738;+1 343-275-4302;2
C17739;+1 604-722-8132;2
C17740;+1 306-514-8587;1
C17741;+1 613-200-2897;0
C17742;+1 204-754-5933;1
C17743;+1 581-228-7532;3
C17744;+1 343-895-8944;1
C17745;+1 365-880-8530;1
C17746;+1 226-449-6349;2
C17747;+1 438-448-3366;1
C17748;+1 249-437-7754;1
C17749;+1 403-549-4341;3
C17750;+1 204-682-7904;0
C17751;+1 548-525-8174;3
C17752;+1 579-220-5702;2
C17753;+1 289-316-9609;3
C17754;+1 343-858-4888;3
C17755;+1 249-991-9896;2
C17756;+1 226-497-7658;3
C17757;+1 204-647-9667;3
C17758;+1 204-853-0000;2
C17759;+1 365-974-4048;2
C17760;+1 204-750-8389;3
C17761;+1 416-944-7038;2
C17762;+1 367-828-6336;2
C17763;+1 236-416-4848;2
C17764;+1 204-924-1452;2
C17765;+1 226-833-4391;2
C17767;+1 365-275-9405;2
C17768;+1 306-313-6297;2
C17769;+1 450-423-7739;3
C17770;+1 204-764-5142;0
C17771;+1 250-756-6522;3
C17772;+1 226-274-0974;3
C17773;+1 289-715-5327;3
C17774;+1 289-256-5612;0
C17776;+1 343-983-5927;0
C17777;+1 236-734-8219;2
C17778;+1 613-317-9954;3
C17779;+1 343-758-0727;3
C17780;+1 204-611-8992;2
C17781;+1 306-285-6353;0
C17782;+1 249-281-4182;3
C17783;+1 250-901-6015;2
C17784;+1 249-318-5856;1
C17785;+1 204-825-6275;0
C17786;+1 236-993-4576;0
C17787;+1 343-272-5861;2
C17788;+1 226-389-8625;1
C17789;+1 367-261-2228;2
C17790;+1 437-767-6400;0
C17791;+1 204-548-4387;3
C17792;+1 204-302-6369;3
C17793;+1 249-276-9720;2
C17794;+1 226-744-9444;2
C17795;+1 204-294-4263;1
C17796;+1 306-252-7237;1
C17797;+1 306-548-4194;0
C17798;+1 548-493-1255;3
C17799;+1 519-908-3651;2
C17800;+1 306-406-8243;2
C17801;+1 403-844-1509;2
C17802;+1 709-893-1206;1
C17803;+1 204-395-7333;2
C17804;+1 343-334-7167;0
C17805;+1 204-786-3462;2
C17806;+1 306-927-2991;3
C17807;+1 438-677-5495;2
C17808;+1 365-867-0836;0
C17809;+1 672-565-8038;0
C17810;+1 226-617-2343;2
C17811;+1 236-467-2089;0
C17812;+1 343-252-1471;0
C17813;+1 249-550-8783;2
C17814;+1 204-590-8770;1
C17815;+1 204-536-3539;0
C17816;+1 343-966-1620;2
C17817;+1 306-970-5564;2
C17818;+1 450-960-2870;1
C17819;+1 506-420-0833;1
C17820;+1 306-353-9205;2
C17821;+1 416-766-8199;1
C17822;+1 905-445-1357;1
C17823;+1 226-378-8590;0
C17824;+1 343-950-5390;3
C17825;+1 416-242-8859;0
C17826;+1 250-958-3026;1
C17827;+1 204-776-5529;1
C17828;+1 236-767-7171;1
C17829;+1 639-875-0890;3
C17830;+1 236-422-4087;0
C17831;+1 365-202-6227;2
C17832;+1 250-693-7399;2
C17833;+1 306-540-9530;1
C17834;+1 418-601-3431;1
C17835;+1 548-641-2855;0
C17836;+1 204-427-8231;1
C17837;+1 548-360-3932;1
C17838;+1 450-336-5287;2
C17839;+1 367-403-6842;3
C17840;+1 403-900-3721;3
C17841;+1 204-929-8389;2
C17842;+1 204-355-5335;0
C17843;+1 226-646-5101;0
C17844;+1 306-311-3130;1
C17845;+1 306-212-6624;0
C17846;+1 365-534-5242;3
C17847;+1 365-550-3249;0
C17848;+1 226-970-3281;0
C17849;+1 780-594-9166;0
C17850;+1 204-643-2627;2
C17851;+1 306-947-5198;2
C17852;+1 204-909-8479;3
C17853;+1 365-492-5987;2
C17854;+1 416-829-9339;1
C17855;+1 204-899-3158;3
C17856;+1 226-838-9444;3
C17857;+1 548-488-0233;2
C17858;+1 236-939-6301;3
C17859;+1 226-226-2786;2
C17860;+1 343-867-2465;0
C17861;+1 204-929-2567;2
C17862;+1 519-286-2595;0
C17863;+1 306-607-0903;2
C17864;+1 249-619-3831;2
C17865;+1 236-813-1914;2
C17866;+1 343-670-8157;2
C17867;+1 548-662-3375;0
C17868;+1 867-217-1899;1
C17869;+1 506-751-7512;1
C17870;+1 519-915-6812;3
C17871;+1 343-841-2770;0
C17872;+1 365-488-4313;3
C17873;+1 204-605-9740;0
C17874;+1 249-488-5175;0
C17875;+1 226-970-9966;3
C17876;+1 236-563-1042;3
C17877;+1 506-262-5131;3
C17878;+1 519-257-0643;1
C17879;+1 204-225-2897;3
C17880;+1 236-260-1803;0
C17881;+1 204-719-5978;2
C17882;+1 204-381-8070;0
C17883;+1 226-216-8657;0
C17884;+1 226-330-7366;0
C17885;+1 250-836-8217;3
C17886;+1 365-641-7573;2
C17887;+1 403-480-0368;0
C17888;+1 506-966-3083;3
C17889;+1 365-248-1501;0
C17890;+1 236-897-3090;2
C17891;+1 306-750-7002;2
C17892;+1 250-840-7082;1
C17893;+1 204-586-7920;1
C17894;+1 236-586-1083;1
C17895;+1 204-442-4155;0
C17896;+1 365-569-6658;3
C17897;+1 226-378-7133;0
C17898;+1 249-548-3843;2
C17899;+1 343-814-6830;0
C17900;+1 418-819-6053;2
C17901;+1 226-451-1046;3
C17902;+1 289-861-1686;1
C17903;+1 226-320-4795;0
C17904;+1 289-973-9557;2
C17905;+1 250-259-8873;1
C17906;+1 289-896-3664;1
C17907;+1 204-638-1962;0
C17908;+1 306-224-7859;3
C17909;+1 236-200-6870;3
C17910;+1 236-675-5710;0
C17911;+1 506-867-8986;2
C17912;+1 343-964-4520;3
C17913;+1 403-297-0204;3
C17914;+1 306-263-7964;2
C17915;+1 343-869-6205;0
C17916;+1 226-732-3704;1
C17917;+1 519-436-0029;2
C17919;+1 289-634-8418;3
C17920;+1 514-774-2514;1
C17921;+1 249-818-0456;1
C17922;+1 450-945-6072;2
C17923;+1 579-532-8818;0
C17924;+1 236-677-8838;1
C17925;+1 416-877-6658;0
C17926;+1 250-834-8764;0
C17927;+1 403-672-8690;0
C17928;+1 204-644-7896;2
C17929;+1 250-519-1301;1
C17930;+1 250-206-4895;1
C17931;+1 204-509-2393;3
C17933;+1 236-944-7181;2
C17934;+1 519-700-3939;3
C17935;+1 403-463-8584;1
C17937;+1 204-403-0400;1
C17938;+1 226-569-3629;1
C17939;+1 365-520-2477;2
C17940;+1 204-541-8273;2
C17941;+1 226-551-2391;3
C17942;+1 581-344-8071;3
C17943;+1 236-215-1590;1
C17944;+1 236-652-7052;3
C17945;+1 365-549-9072;0
C17946;+1 709-311-1789;2
C17947;+1 249-491-4443;1
C17948;+1 250-431-2935;1
C17950;+1 365-424-6047;3
C17951;+1 204-798-4415;0
C17952;+1 204-407-3605;2
C17953;+1 306-437-9652;0
C17954;+1 365-303-1453;3
C17955;+1 613-493-6676;1
C17956;+1 204-438-1318;2
C17957;+1 343-513-7763;3
C17958;+1 343-910-8461;3
C17959;+1 514-520-1761;2
C17960;+1 579-664-7614;2
C17962;+1 506-439-8551;1
C17963;+1 250-721-7124;1
C17964;+1 306-855-0418;3
C17965;+1 204-885-3711;2
C17966;+1 204-253-5402;0
C17967;+1 306-287-8748;2
C17968;+1 250-496-1102;1
C17969;+1 250-219-7428;1
C17970;+1 204-466-7144;2
C17971;+1 226-490-1599;0
C17972;+1 249-301-1928;3
C17973;+1 306-398-1757;0
C17974;+1 250-767-5984;1
C17975;+1 249-379-8803;1
C17976;+1 639-653-1726;2
C17977;+1 613-457-5910;1
C17978;+1 365-813-3118;1
C17979;+1 506-880-9870;0
C17980;+1 204-352-9073;0
C17981;+1 418-552-1088;2
C17982;+1 289-257-2153;2
C17983;+1 236-632-3364;0
C17984;+1 365-538-4026;0
C17985;+1 249-863-6849;1
C17986;+1 343-508-7126;0
C17988;+1 226-319-3347;1
C17989;+1 418-551-9030;3
C17990;+1 403-519-2213;3
C17991;+1 249-293-4571;0
C17992;+1 236-797-2140;2
C17993;+1 249-667-0299;0
C17994;+1 343-798-7059;3
C17995;+1 204-757-9745;2
C17996;+1 204-632-2488;0
C17997;+1 204-775-3883;2
C17998;+1 902-789-6192;2
C17999;+1 236-725-1781;0
C18000;+1 365-223-1097;2
C18001;+1 613-511-1116;0
C18002;+1 367-577-2610;0
C18003;+1 236-638-9201;2
C18004;+1 250-485-2364;0
C18005;+1 306-620-3629;0
C18006;+1 306-648-4989;1
C18007;+1 236-793-7743;0
C18008;+1 902-824-6729;3
C18009;+1 204-321-3708;3
C18010;+1 236-233-3149;0
C18011;+1 226-386-4229;3
C18012;+1 250-803-6058;2
C18013;+1 579-446-6741;0
C18014;+1 204-791-2280;1
C18015;+1 418-769-6964;2
C18016;+1 249-661-8049;1
C18017;+1 306-964-1172;1
C18018;+1 289-418-9134;2
C18019;+1 613-819-4132;0
C18020;+1 226-258-7043;1
C18021;+1 289-870-9651;3
C18022;+1 204-940-6504;3
C18023;+1 365-736-2521;0
C18024;+1 204-953-1063;0
C18025;+1 250-401-3571;1
C18026;+1 416-581-9454;1
C18027;+1 306-685-1069;2
C18028;+1 306-844-1986;2
C18029;+1 306-946-9724;0
C18031;+1 226-303-8564;2
C18032;+1 778-712-3900;1
C18033;+1 365-943-6283;2
C18034;+1 226-934-2276;1
C18035;+1 226-486-8769;3
C18036;+1 204-834-4844;0
C18037;+1 343-781-5387;0
C18038;+1 204-257-6904;2
C18039;+1 289-815-0411;0
C18040;+1 343-414-1354;1
C18041;+1 226-250-1459;3
C18042;+1 450-510-4685;1
C18043;+1 365-587-6579;3
C18044;+1 236-808-3936;3
C18045;+1 403-553-1242;0
C18046;+1 514-213-0856;1
C18047;+1 250-493-2112;0
C18048;+1 403-361-6891;0
C18049;+1 204-592-1824;1
C18050;+1 204-663-7297;3
C18051;+1 250-478-9945;2
C18052;+1 403-877-3678;3
C18053;+1 226-402-3559;2
C18054;+1 343-750-3062;3
C18055;+1 343-627-3959;2
C18056;+1 782-538-1981;3
C18057;+1 236-913-1736;0
C18058;+1 236-851-6260;1
C18059;+1 306-827-3861;1
C18060;+1 236-337-8218;0
C18061;+1 204-570-1311;0
C18062;+1 365-237-0315;0
C18063;+1 204-575-4460;3
C18064;+1 306-384-2509;1
C18065;+1 367-578-7328;0
C18066;+1 367-921-6171;2
C18067;+1 226-216-2703;2
C18068;+1 289-761-1317;0
C18069;+1 367-621-9082;3
C18070;+1 289-840-1557;0
C18071;+1 343-404-0084;1
C18072;+1 306-997-2558;0
C18073;+1 902-245-8675;2
C18074;+1 450-552-3184;2
C18075;+1 236-440-8624;3
C18076;+1 249-541-0788;2
C18077;+1 236-490-0627;2
C18078;+1 306-244-5388;0
C18079;+1 204-221-3564;1
C18080;+1 250-615-2812;2
C18081;+1 639-574-0775;1
C18082;+1 204-337-3379;0
C18083;+1 639-689-4960;0
C18084;+1 236-709-6207;2
C18085;+1 639-722-8811;1
C18086;+1 437-478-8432;2
C18088;+1 204-233-9202;3
C18089;+1 306-812-4301;0
C18090;+1 236-786-6532;2
C18091;+1 226-811-3041;1
C18092;+1 236-400-8736;0
C18093;+1 289-811-3967;1
C18094;+1 450-829-7816;1
C18095;+1 250-341-0146;0
C18096;+1 343-988-8226;3
C18097;+1 204-682-6595;2
C18098;+1 343-628-5032;2
C18099;+1 306-761-3946;2
C18100;+1 204-942-0020;3
C18101;+1 437-637-6063;0
C18102;+1 226-776-1344;1
C18103;+1 902-898-3393;0
C18104;+1 236-357-6249;3
C18105;+1 204-387-9211;2
C18106;+1 226-255-0038;0
C18107;+1 226-388-6621;3
C18108;+1 226-671-1852;3
C18109;+1 249-586-9743;0
C18110;+1 226-379-9441;3
C18111;+1 204-658-9731;1
C18112;+1 236-269-7426;3
